CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
14.074.721/0001-50;2021-02-01;2;2021-09-01;FIRENZE FUNDO DE INVESTIMENTO IMOBILIARIO;2014-09-22;INVESTIDOR QUALIFICADO E PROFISSIONAL;0;52918.70124026;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;ÍNDIGO INVESTIMENTOS DTVM LTDA.;00329598000167;RUA IGUATEMI;192;25º andar;ITAIM BIBI;São Paulo;SP;01451-010;11 3113-0060;3113-0069;;www.indigodtvm.com.br;compliance@indigodtvm.com.br
14.074.721/0001-50;2021-03-01;2;2021-09-01;FIRENZE FUNDO DE INVESTIMENTO IMOBILIARIO;2014-09-22;INVESTIDOR QUALIFICADO E PROFISSIONAL;0;52918.70124026;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;ÍNDIGO INVESTIMENTOS DTVM LTDA.;00329598000167;RUA IGUATEMI;192;25º andar;ITAIM BIBI;São Paulo;SP;01451-010;11 3113-0060;3113-0069;;www.indigodtvm.com.br;compliance@indigodtvm.com.br
14.074.721/0001-50;2021-04-01;2;2021-09-01;FIRENZE FUNDO DE INVESTIMENTO IMOBILIARIO;2014-09-22;INVESTIDOR QUALIFICADO E PROFISSIONAL;0;52918.70124026;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;ÍNDIGO INVESTIMENTOS DTVM LTDA.;00329598000167;RUA IGUATEMI;192;25º andar;ITAIM BIBI;São Paulo;SP;01451-010;11 3113-0060;3113-0069;;www.indigodtvm.com.br;compliance@indigodtvm.com.br
14.074.721/0001-50;2021-05-01;2;2021-09-01;FIRENZE FUNDO DE INVESTIMENTO IMOBILIARIO;2014-09-22;INVESTIDOR QUALIFICADO E PROFISSIONAL;0;52918.70124026;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;ÍNDIGO INVESTIMENTOS DTVM LTDA.;00329598000167;RUA IGUATEMI;192;25º andar;ITAIM BIBI;São Paulo;SP;01451-010;11 3113-0060;3113-0069;;www.indigodtvm.com.br;compliance@indigodtvm.com.br
14.074.721/0001-50;2021-06-01;2;2021-09-01;FIRENZE FUNDO DE INVESTIMENTO IMOBILIARIO;2014-09-22;INVESTIDOR QUALIFICADO E PROFISSIONAL;0;52918.70124026;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;ÍNDIGO INVESTIMENTOS DTVM LTDA.;00329598000167;RUA IGUATEMI;192;25º andar;ITAIM BIBI;São Paulo;SP;01451-010;11 3113-0060;3113-0069;;www.indigodtvm.com.br;compliance@indigodtvm.com.br
14.074.721/0001-50;2021-07-01;2;2021-09-01;FIRENZE FUNDO DE INVESTIMENTO IMOBILIARIO;2014-09-22;INVESTIDOR QUALIFICADO E PROFISSIONAL;0;52918.70124026;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;ÍNDIGO INVESTIMENTOS DTVM LTDA.;00329598000167;RUA IGUATEMI;192;25º andar;ITAIM BIBI;São Paulo;SP;01451-010;11 3113-0060;3113-0069;;www.indigodtvm.com.br;compliance@indigodtvm.com.br
14.074.721/0001-50;2021-08-01;1;2021-09-14;FIRENZE FUNDO DE INVESTIMENTO IMOBILIARIO;2014-09-22;INVESTIDOR QUALIFICADO E PROFISSIONAL;0;52918.70124026;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;ÍNDIGO INVESTIMENTOS DTVM LTDA.;00329598000167;RUA IGUATEMI;192;25º andar;ITAIM BIBI;São Paulo;SP;01451-010;11 3113-0060;3113-0069;;www.indigodtvm.com.br;compliance@indigodtvm.com.br
14.080.689/0001-16;2021-01-01;1;2021-02-14;POLO FII RECEBIVEIS IMOBILIARIOS I;2011-10-31;INVESTIDOR QUALIFICADO;BRPLRICTF000;954304;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;S;N;S;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.080.689/0001-16;2021-02-01;1;2021-03-15;POLO FII RECEBIVEIS IMOBILIARIOS I;2011-10-31;INVESTIDOR QUALIFICADO;BRPLRICTF000;954304;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;S;N;S;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.080.689/0001-16;2021-03-01;1;2021-04-15;POLO FII RECEBIVEIS IMOBILIARIOS I;2011-10-31;INVESTIDOR QUALIFICADO;BRPLRICTF000;954304;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;S;N;S;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.080.689/0001-16;2021-04-01;1;2021-05-17;POLO FII RECEBIVEIS IMOBILIARIOS I;2011-10-31;INVESTIDOR QUALIFICADO;BRPLRICTF000;954304;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;S;N;S;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.080.689/0001-16;2021-05-01;1;2021-06-11;POLO FII RECEBIVEIS IMOBILIARIOS I;2011-10-31;INVESTIDOR QUALIFICADO;BRPLRICTF000;954304;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;S;N;S;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.080.689/0001-16;2021-06-01;1;2021-07-15;POLO FII RECEBIVEIS IMOBILIARIOS I;2011-10-31;INVESTIDOR QUALIFICADO;BRPLRICTF000;954304;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;S;N;S;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.080.689/0001-16;2021-07-01;1;2021-08-16;POLO FII RECEBIVEIS IMOBILIARIOS I;2011-10-31;INVESTIDOR QUALIFICADO;BRPLRICTF000;954304;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;S;N;S;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.080.689/0001-16;2021-08-01;1;2021-09-15;POLO FII RECEBIVEIS IMOBILIARIOS I;2011-10-31;INVESTIDOR QUALIFICADO;BRPLRICTF000;954304;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;S;N;S;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.088.246/0001-71;2021-01-01;1;2021-02-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII;2012-07-30;INVESTIDOR QUALIFICADO;BRRWYMCTF001;230.69976;N;N;Renda;Shoppings;Ativa;Determinado;2022-07-30;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
14.088.246/0001-71;2021-02-01;1;2021-03-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII;2012-07-30;INVESTIDOR QUALIFICADO;BRRWYMCTF001;230.69976;N;N;Renda;Shoppings;Ativa;Determinado;2022-07-30;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
14.088.246/0001-71;2021-03-01;1;2021-04-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII;2012-07-30;INVESTIDOR QUALIFICADO;BRRWYMCTF001;230.69976;N;N;Renda;Shoppings;Ativa;Determinado;2022-07-30;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
14.088.246/0001-71;2021-04-01;1;2021-05-17;FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII;2012-07-30;INVESTIDOR QUALIFICADO;BRRWYMCTF001;230.69976;N;N;Renda;Shoppings;Ativa;Determinado;2022-07-30;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
14.088.246/0001-71;2021-05-01;1;2021-06-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII;2012-07-30;INVESTIDOR QUALIFICADO;BRRWYMCTF001;230.69976;N;N;Renda;Shoppings;Ativa;Determinado;2022-07-30;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
14.088.246/0001-71;2021-06-01;1;2021-07-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII;2012-07-30;INVESTIDOR QUALIFICADO;BRRWYMCTF001;230.69976;N;N;Renda;Shoppings;Ativa;Determinado;2022-07-30;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
14.088.246/0001-71;2021-07-01;1;2021-08-16;FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII;2012-07-30;INVESTIDOR QUALIFICADO;BRRWYMCTF001;230.69976;N;N;Renda;Shoppings;Ativa;Determinado;2022-07-30;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
14.088.246/0001-71;2021-08-01;1;2021-09-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII;2012-07-30;INVESTIDOR QUALIFICADO;BRRWYMCTF001;230.69976;N;N;Renda;Shoppings;Ativa;Determinado;2022-07-30;31/12;N;N;S;N;N;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
14.149.745/0001-21;2021-01-01;1;2021-02-15;ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-12-15;INVESTIDOR QUALIFICADO;;1309737661.02923;N;N;Híbrido;Outros;Passiva;Determinado;2045-12-15;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
14.149.745/0001-21;2021-02-01;1;2021-03-11;ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-12-15;INVESTIDOR QUALIFICADO;;1309737661.02923;N;N;Híbrido;Outros;Passiva;Determinado;2045-12-15;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
14.149.745/0001-21;2021-03-01;1;2021-04-15;ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-12-15;INVESTIDOR QUALIFICADO;;1309737661.02923;N;N;Híbrido;Outros;Passiva;Determinado;2045-12-15;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
14.149.745/0001-21;2021-04-01;1;2021-05-14;ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-12-15;INVESTIDOR QUALIFICADO;;690622785.633128;N;N;Híbrido;Outros;Passiva;Determinado;2045-12-15;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
14.149.745/0001-21;2021-05-01;1;2021-06-15;ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-12-15;INVESTIDOR QUALIFICADO;;1309737661.02923;N;N;Híbrido;Outros;Passiva;Determinado;2045-12-15;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
14.149.745/0001-21;2021-06-01;1;2021-07-15;ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-12-15;INVESTIDOR QUALIFICADO;;690622785.633128;N;N;Híbrido;Outros;Passiva;Determinado;2045-12-15;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
14.149.745/0001-21;2021-07-01;1;2021-08-13;ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-12-15;INVESTIDOR QUALIFICADO;;690622785.633128;N;N;Híbrido;Outros;Passiva;Determinado;2045-12-15;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
14.149.745/0001-21;2021-08-01;1;2021-09-14;ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-12-15;INVESTIDOR QUALIFICADO;;690622785.633128;N;N;Híbrido;Outros;Passiva;Determinado;2045-12-15;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
14.217.108/0001-45;2021-01-01;1;2021-02-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
14.217.108/0001-45;2021-02-01;1;2021-03-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
14.217.108/0001-45;2021-03-01;1;2021-04-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
14.217.108/0001-45;2021-04-01;1;2021-05-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
14.217.108/0001-45;2021-05-01;1;2021-06-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
14.217.108/0001-45;2021-06-01;1;2021-07-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
14.217.108/0001-45;2021-07-01;1;2021-08-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
14.217.108/0001-45;2021-08-01;1;2021-09-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL;2011-08-19;INVESTIDORES EM GERAL;BRFIIBCTF001;685000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;COINVALORES C.C.V.M. LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
14.365.190/0001-55;2021-01-01;1;2021-02-14;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;52811.34245894;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2021-02-01;1;2021-03-15;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;52811.34245894;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2021-03-01;1;2021-04-15;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53071.63612763;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2021-04-01;1;2021-05-17;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53071.63612763;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2021-05-01;1;2021-06-11;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53071.63612763;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2021-06-01;1;2021-07-15;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53071.63612763;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2021-07-01;1;2021-08-16;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53071.63612763;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.365.190/0001-55;2021-08-01;1;2021-09-15;ESTRUTURA II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-10-02;INVESTIDOR QUALIFICADO;BRSRIICTF000;53071.63612763;N;N;Renda;Outros;Ativa;Indeterminado;;01/2017;N;S;N;N;S;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22.640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
14.376.247/0001-11;2021-01-01;1;2021-02-11;FII BM BRASCAN LAJES CORPORATIVAS;2012-01-10;INVESTIDORES EM GERAL;BRBMLCCTF004;998405;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
